00a850b2-8407-4f41-89ff-899c9e1f74a7	21f2966c-8678-46ea-b1ed-c7b8a8e0b889	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",9f34a0e9-1d54-4e90-ba8b-a6f73b65c582)","(""(""""(widget)"""",module)"",name)")	\\xa246f6c885acf052d25b3884fbefeecf13ac8cf78a2512e14a3d811280c50c14
01247af0-df8f-43f9-8321-150530c28743	f3797486-f81d-4cb7-864e-4258236bbca1	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",6be52083-e804-4236-9522-1d69b100ca72)","(""(""""(widget)"""",module)"",name)")	\\xaba6dfc86776b28a4e7974136365ca4a6fd8528465df7f95ceb144b0a4dc6ba9
022af8e3-1767-4c37-b1e8-9f6dde406048	ca195114-e95e-4dfb-b007-592475cb058f	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",e69d571a-3cac-4221-b777-1f6f8c20c6d7)","(""(""""(widget)"""",module)"",id)")	\\xfe53d4ea76d61e83922b7417c1174e73ac22569fcbc57cb50e3cf804dc0c51c9
0430c46e-f76b-47d0-8417-0c15ddc7a59a	9ddfae14-1480-4235-9a37-66f514cc41a2	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",c4268f3c-d8a4-4f2f-a030-3afb81d4c9f1)","(""(""""(widget)"""",module)"",content)")	\\xe75f246cc3ce4e9c0dbb9d4a66c46444e5e5dca8ad97af95e5a09553cea68dd2
05245907-dc90-4bf7-bed4-7722457ec77e	200f00f6-5805-4ffa-a1a1-96e6ea8513d0	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",730fd958-6394-488a-95e2-d30891ff001a)","(""(""""(widget)"""",module)"",type)")	\\x16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d
05683a35-bb4c-481d-9c88-561eb11da912	7810e5cb-dbbd-4f61-a326-cce198b78df5	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",0e2399ee-ce8d-46cc-8c4f-f55d631091d2)","(""(""""(widget)"""",module)"",name)")	\\x5a7f32468412b7657305ef3d9ff1a2e8859ee8e574267c312cba9e01238c5ad0
056ecd2e-c89f-4f42-aac3-21ec6d1d65ed	cc46a59d-6b74-4f22-9aeb-795d9d9ce20e	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",eea14da5-9352-40c2-b818-2943703c4f7e)","(""(""""(widget)"""",module)"",id)")	\\x1a86b4a3cc2db84fc91002c1983677d856dcb597123493116aebe4a25945aea9
05a00d9d-a46c-4a47-93a5-083be95aa655	c3e19f25-4075-49f6-8cd2-f273dde98467	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",45d34cd3-97b2-4fa7-94c5-865c30ca21b8)","(""(""""(widget)"""",module)"",name)")	\\x7ef71132614c51bae4f08b97b627b3c888da2972bae4b006d9288b23c9111ed3
06330a8d-ae5e-403a-ad7b-11957f8e94d2	fe0c71ee-3b4f-42eb-acaa-c5bb47252b1c	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",16e55435-a0d1-4aa8-85f2-02bbe0e1fa71)","(""(""""(widget)"""",module)"",content)")	\\x6292ef3e2358789b4b087b73ac7169d98869d49ec4ae758feb72c04308ecb723
066394b2-8960-46da-a7c7-32ed3834fecf	e5ea0ab0-ee7d-473b-8274-23d624b8465a	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",e0a84252-6dea-49a8-9db1-943c2b58b195)","(""(""""(widget)"""",module)"",type)")	\\x16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d
06c037b3-2dab-4f09-bde7-e2a9f887d4b9	030058dd-e0c2-41f8-aa18-ebc5b9e4dad8	("(""(""""(""""""""(widget)"""""""",module)"""",id)"",d8fa461e-8c6d-4dca-9a1a-c41973a2fc25)","(""(""""(widget)"""",module)"",id)")	\\x110d533bdded4e41c8446713551ac31e2cb45a1f56b7c00aba0f58dfe8a613b3
