021f3eef-89b0-47ae-a9f9-b3bea22e1aee	fcb0f3b8-7d49-4bcb-a246-b07836fa85f4	(widget,widget,id,655a0efe-2bc2-4955-84ba-da0b2fb3dbf1,name)	\\xcae662172fd450bb0cd710a769079c05bfc5d8e35efa6576edc7d0377afdd4a2
02ebe49d-7349-4ec9-a007-2d5537da7f22	07b77a9a-8a8e-4e82-97d8-2e7600d6c6af	(endpoint,resource,id,bfee3b91-fc89-4e6c-af92-bca0ef834e21,path)	\\x2d9f389fadba8019ef2ae3135b3563d45a275a5d111d37936f0ff52d40ef516f
06b818c8-7d08-4b25-b999-7e7db94e7b9b	440d9259-79d9-4f09-9264-c9a25f3af8f3	(widget,widget,id,6756ec35-1904-4a99-8115-49627bc6bf9b,server_js)	\\xe3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
0835207c-b0e6-4cc4-8120-0aa1d36f686b	e08995e2-2a1b-4bdd-a623-83266bb2abd2	(widget,widget,id,6c009c4c-e00e-4910-bc0c-53b43e5f382e,help)	\N
08b89861-696c-467e-b851-2c446401b23b	440d9259-79d9-4f09-9264-c9a25f3af8f3	(widget,widget,id,6756ec35-1904-4a99-8115-49627bc6bf9b,id)	\\x9023277074433890e62ade66d92b956815428ed63edfe2d315855c2a07d3bfe1
0acaa182-5583-4e6d-bc4e-8aaaa7c4c4d4	440d9259-79d9-4f09-9264-c9a25f3af8f3	(widget,widget,id,6756ec35-1904-4a99-8115-49627bc6bf9b,pre_js)	\\xe4b08665b2511bc86ca7cf1116f4a4df34ec5c7f0a19329e166cd8a00e862382
13d86cfa-37c4-4d41-a6d7-63b851bd1f10	e9b48a73-3049-4a6d-9673-4d64531fe2b5	(widget,widget,id,c8409141-79bc-4536-992d-6339f5b4aed1,help)	\N
195f4625-55be-4334-884e-5deb7f85a8d1	fcb0f3b8-7d49-4bcb-a246-b07836fa85f4	(widget,widget,id,655a0efe-2bc2-4955-84ba-da0b2fb3dbf1,css)	\\xdc80a79714795da2576be11722e24cd5156631acb145ade55480622593b18b52
1d74b0ba-e275-49d9-b57e-950825a88fc4	fcb0f3b8-7d49-4bcb-a246-b07836fa85f4	(widget,widget,id,655a0efe-2bc2-4955-84ba-da0b2fb3dbf1,html)	\\xe93091a624feecea31fcd90a078ed92fd3e640006e88286ea175968bf8f6bbc7
273458fb-0ee7-4d60-93f6-ca00b7bc12c1	e9b48a73-3049-4a6d-9673-4d64531fe2b5	(widget,widget,id,c8409141-79bc-4536-992d-6339f5b4aed1,post_js)	\\x25c5d6ac1aabd2267a85a0a50d55fe15739f1ba6993bd1990d846ec4bd47ce67
29c00b60-1596-44d2-9c78-ff5ba92dee28	fcb0f3b8-7d49-4bcb-a246-b07836fa85f4	(widget,widget,id,655a0efe-2bc2-4955-84ba-da0b2fb3dbf1,server_js)	\\xe3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2a55a0e0-02db-410b-a0d7-eeb53895a6f9	fcb0f3b8-7d49-4bcb-a246-b07836fa85f4	(widget,widget,id,655a0efe-2bc2-4955-84ba-da0b2fb3dbf1,pre_js)	\\xe4b08665b2511bc86ca7cf1116f4a4df34ec5c7f0a19329e166cd8a00e862382
2b1e8551-05ca-47e7-a16d-a4fa02efd1d8	fcb0f3b8-7d49-4bcb-a246-b07836fa85f4	(widget,widget,id,655a0efe-2bc2-4955-84ba-da0b2fb3dbf1,id)	\\x94e2108f5085fc084c934fd88ae3fee692d6c0d429883b4951cc2252082fbb1a
