015d1722-e0ed-40b4-ae42-8a495591a825	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(semantics)"""",type)"",id)",30c85abd-fa53-4429-b088-5e78c7589568)
079c5d7f-98f2-4be5-ada1-aab3e8b7c8ef	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(semantics)"""",relation_purpose)"",id)",f67acea7-d3d4-427b-8749-973c6664ce9a)
0e2dd7c3-fd4b-4abb-a966-f76c615902b2	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(semantics)"""",type)"",id)",132a51d6-2341-48e2-bcd9-9be794bd9942)
1356083f-a5fb-4329-b848-c267624859ba	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(widget)"""",widget)"",id)",b9251ff6-33e3-451d-a381-460cad737c71)
190932d3-4eb9-4ae2-b3ff-bdd75da1e69b	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(semantics)"""",relation_purpose)"",id)",d97b737d-e9d3-4238-96f1-b952a1c37230)
1f2a6129-ef38-47e4-acd3-2c7a513ffc99	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(widget)"""",widget)"",id)",685b6e67-b3dc-4890-94c4-2b9b09e6e286)
202af238-5187-4388-bf26-18d0490c2805	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(semantics)"""",column)"",id)",67f9ea1f-da5e-4bf7-ac01-59de72240047)
225bd983-fcb5-4b0e-a64a-3714349f895c	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(semantics)"""",type)"",id)",188d7c72-3d13-4508-b68a-b07733e48454)
241bc6ca-d88e-4e46-a1f9-3673a7e251fd	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(semantics)"""",relation)"",id)",916d8772-e268-42c7-bcd4-8e796d007b96)
293db274-f0f2-4304-887d-406ba0144cc7	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(semantics)"""",column_purpose)"",id)",f69056cc-c718-4835-a091-d12380639e79)
2ed7dd87-2cc3-45b6-9739-adfef38fa120	ce6ec5db-ac9e-4605-aeae-cb5c2b5ec12b	("(""(""""(widget)"""",widget)"",id)",50697996-f20f-4e45-9c4c-f3041dee2629)
